accession	tax_id	description	scientific_name	last_updated	base_count	first_public
AB669868	74550	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: DHS501.	Drosophila lini	2014-01-02	843	2014-01-02
AB669881	137353	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: Y150.	Drosophila baimaii	2014-01-02	838	2014-01-02
AB669883	112146	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG2.	Drosophila bicornuta	2014-01-02	838	2014-01-02
AB669889	137077	Drosophila parvula Adh gene for alcohol dehydrogenase, partial cds, strain: SHL17.	Drosophila parvula	2014-01-02	864	2014-01-02
AF136670	95109	Drosophila americana americana G96.38X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136683	95109	Drosophila americana americana G96.41Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136687	95109	Drosophila americana americana G96.06Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136696	95109	Drosophila americana americana G96.30Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136708	40372	Drosophila americana texana LP97.04 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2005-04-15	884	1999-06-03
AF459747	186284	Drosophila paralutea alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila paralutea	2006-11-14	290	2002-05-16
AF459765	73917	Drosophila seguyi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila seguyi	2006-11-14	290	2002-05-16
AF459784	42063	Drosophila ercepeae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila ercepeae	2006-11-14	290	2002-05-16
AF459785	30023	Drosophila elegans alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila elegans	2006-11-14	290	2002-05-16
AF459786	30025	Drosophila ficusphila alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila ficusphila	2006-11-14	290	2002-05-16
LC057789	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: KM7.	Drosophila albomicans	2015-06-26	851	2015-06-26
AF136672	95109	Drosophila americana americana G96.13X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF459756	195712	Drosophila phaeopleura alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila phaeopleura	2006-11-14	290	2002-05-16
KJ767240	7227	Drosophila melanogaster strain Zimbabwe-109 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila melanogaster	2014-10-29	872	2014-09-04
LC057802	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: RE321.	Drosophila nasuta	2015-06-26	851	2015-06-26
AB669891	359927	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGS98m.	Drosophila pectinifera	2014-01-02	841	2014-01-02
AF459746	7259	Drosophila tolteca alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila tolteca	2006-11-14	290	2002-05-16
LC057777	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: ISG243.	Drosophila albomicans	2015-06-26	846	2015-06-26
AF136686	95109	Drosophila americana americana G96.27Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AB703322	7229	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.	Drosophila miranda	2012-03-18	405	2012-03-18
AF136675	95109	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AY340305	40366	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
KJ767242	7245	Drosophila yakuba strain 14021-0261.0 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila yakuba	2014-10-29	865	2014-09-04
AB669835	67533	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: rufa-OGM.	Drosophila rufa	2014-01-02	838	2014-01-02
AB669839	137070	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: tani-YF.	Drosophila tani	2014-01-02	838	2014-01-02
AB830534	67531	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: IR96-1.	Drosophila lacteicornis	2014-01-12	838	2014-01-12
AF459758	195057	Drosophila malerkotliana malerkotliana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila malerkotliana malerkotliana	2006-11-14	290	2002-05-16
AY340287	40366	Drosophila americana pop-variant NN97.09X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874362	7241	Drosophila subobscura strain line 1 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
EF216312	57873	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	Drosophila hubeiensis	2010-09-07	431	2007-06-10
AB669890	359927	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.	Drosophila pectinifera	2014-01-02	841	2014-01-02
AY340301	40366	Drosophila americana pop-variant NN97.04Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AB669865	109356	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: AO-2.	Drosophila leontia	2014-01-02	832	2014-01-02
AB825961	1084936	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: XT-33.	Drosophila fengkainensis	2015-12-16	840	2015-12-16
AY102218	7243	Drosophila teissieri strain Br11 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
U76478	7231	Drosophila mulleri strain -1371.0 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila mulleri	2005-04-18	902	1997-03-06
U20765	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, complete cds, and copia insertion site.	Drosophila melanogaster	2006-11-14	2365	1995-03-12
AB703318	7248	Drosophila athabasca Adh gene for alcohol dehydrogenase, partial cds, clone: D.athabasca.	Drosophila athabasca	2012-03-18	405	2012-03-18
AY102225	7243	Drosophila teissieri strain eua5 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340306	40366	Drosophila americana pop-variant NN00.07Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY695383	133984	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	Drosophila antillea	2006-11-14	1144	2006-08-01
AY044127	88886	Drosophila sulfurigaster alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila sulfurigaster	2006-11-14	716	2002-08-06
AY154832	7230	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154863	7263	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
M17833	7227	D.melanogaster (strain Fl-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	Drosophila melanogaster	2006-11-14	2727	1991-07-01
M17835	7227	D.melanogaster (strain Wa-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	Drosophila melanogaster	2006-11-14	2769	1991-07-01
M60995	46244	Drosophila pseudoobscura bogotana strain BOG 3389.6 alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura bogotana	2006-11-14	3475	1992-01-26
AB669847	34677	Drosophila tsacasi Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0701.00.	Drosophila tsacasi	2014-01-02	838	2014-01-02
AB669873	73157	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.	Drosophila nikananu	2014-01-02	839	2014-01-02
AB669875	46829	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.00.	Drosophila birchii	2014-01-02	833	2014-01-02
AB932651	134000	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.	Drosophila cardinoides	2014-10-26	834	2014-10-26
AB932654	133979	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.	Drosophila dunni	2014-10-26	839	2014-10-26
AF067280	7246	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila affinis	2006-11-14	430	1998-07-02
AY279327	51159	Drosophila lutescens alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	Drosophila lutescens	2006-11-14	2773	2004-03-31
M60993	46244	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura bogotana	2006-11-14	3485	1992-01-26
AY044131	157293	Drosophila hypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila hypocausta	2006-11-14	723	2002-08-06
AY154852	7263	Drosophila arizonae strain AR00 2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
AY154856	7263	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
AB932663	133975	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.	Drosophila nigrodunni	2014-10-26	840	2014-10-26
AY044121	157055	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila curviceps	2006-11-14	725	2002-08-06
AY154842	7263	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	878	2003-03-03
AB669877	244254	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.	Drosophila bunnanda	2014-01-02	826	2014-01-02
AY044123	157058	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila oritisa	2006-11-14	725	2002-08-06
AF067284	77130	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	Drosophila tsukubaensis	2006-11-14	830	1998-07-02
AY154835	7230	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AB194426	7217	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	Drosophila ananassae	2006-02-27	1757	2005-05-07
AF045116	30047	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila sturtevanti	2006-11-14	405	1998-06-02
AF045119	30042	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila prosaltans	2006-11-14	405	1998-06-02
AY154836	7230	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154872	7230	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY102237	7243	Drosophila teissieri strain uz17 isolate 1 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY154867	7230	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	879	2003-03-03
M17845	7227	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.	Drosophila melanogaster	2006-11-14	795	1988-04-02
AY154827	7230	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AF399012	42027	Drosophila kuntzei alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, complete cds.	Drosophila kuntzei	2005-04-15	4800	2001-08-16
U40986	7218	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.	Drosophila bifasciata	2006-11-14	429	1996-09-27
AB194423	296644	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	Drosophila malerkotliana pallens	2006-02-27	1775	2005-05-07
AB194425	65965	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	Drosophila pseudoananassae pseudoananassae	2006-02-27	1762	2005-05-07
AF348879	67534	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	Drosophila triauraria	2006-11-14	668	2001-04-16
AY238781	7229	Drosophila miranda strain MSH38 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
AY238780	7229	Drosophila miranda strain MSH22 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
AY238770	7229	Drosophila miranda strain 0101.3 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
X15607	7227	D. melanogaster DNA sequence of the 3' LTR of the copia insertion of the 5' flanking region of R1-42 adh allele	Drosophila melanogaster	2002-07-07	559	1991-03-22
